"run_id","proportion_of_habitat"
"377087349301959E",43.315
"680068855653556A",43.315
"33407122546087E",15.013
"356164700568923E",15.013
"551078366900097C",36.868
"123245735283679C",36.868
"184012957138127E",24.954
"731805893268715A",24.954
"260542811205990D",37.114
"547747090303136A",37.114
"4192188749289A",42.07
"989222026345910E",42.07
"140719501763016B",78.116
"107012520166965B",78.116
"584309339116652B",28.002
"958771473618560A",28.002
"980884428415272C",69.003
"207429941158683D",69.003
"749664374420247C",62.424
"571351774643401A",62.424
"485115922944121B",46.819
"812146383596939A",46.819
"920073394240618A",46.668
"955112483333184B",46.668
"424281549572023C",65.872
"306214902351348D",65.872
"432374306069762A",80.468
"601123550709724E",80.468
"237801494829265A",17.287
"282419517511953C",17.287
"555976370240566C",24.285
"101420296672525D",24.285
"714194503201411C",70.799
"689102599339833B",70.799
"871877414251426B",47.758
"467980113201380E",47.758
"533436119405204B",15.524
"88923159691225E",15.524
"12958289136905D",56.882
"878628861953881E",56.882
"90676077184200A",27.532
"784179621107952B",27.532
"430394685321A",71.581
"859211689075359B",71.581
"655968721883006C",16.911
"411410708551211D",16.911
"787605769509675E",71.329
"715327132654101A",71.329
"568394046253634B",23.762
"638067500135378C",23.762
"75939099788481C",78.948
"963439009118879A",78.948
"827196083864461D",35.828
"202045184692654A",35.828
"716910424122692D",74.051
"637303614845590B",74.051
"723901429509707B",13.883
"956523188722205B",13.883
"386013291446815E",73.632
"107713647514350C",73.632
"868833598063176E",75.649
"819192678624542B",75.649
"216897689842017E",40.37
"194375815170453E",40.37
"46596318954513C",55.271
"150185107870668E",55.271
"68699964200351E",57.057
"550648054315473D",57.057
"254632619665278C",68.719
"703897713954177A",68.719
"784606007854965A",56.794
"502531371426222C",56.794
"370951595816125E",45.742
"789972719694247A",45.742
"978953030145465C",22.172
"159554102657530D",22.172
"202153603156736B",53.167
"239389848561106C",53.167
"10307251616950C",74.365
"274797863624776A",74.365
"906163587187425D",46.45
"586462604257707B",46.45
"164864192612318D",79.743
"915144312974732B",79.743
"110141704010710C",34.511
"726113602340011B",34.511
"447166725896167A",72.567
"992819831534941D",72.567
"219007329630509C",31.297
"274195374574450C",31.297
"539423846549637B",13.942
"211851828938946C",13.942
"648958362556538C",10.643
"587922077853796E",10.643
"304759036836765B",11.49
"455258023561371D",11.49
"718530045534115C",70.652
"706885599134359C",70.652
"572442744007462E",88.389
"502051995415939C",88.389
"102121862029660C",48.191
"751192396804448A",48.191
"82217275702662B",72.78
"1832916014520A",72.78
"749907249610964C",66.138
"275363887950499B",66.138
"849954398497044E",43.129
"7935500345807D",43.129
"371315031229598E",59.178
"88275764224733C",59.178
"947929382300332E",73.543
"592572794413381E",73.543
"787289352523592E",11.941
"185630759343401C",11.941
"313078624333340E",21.929
"187813053534925A",21.929
"89941342213293A",25.703
"112281384217210C",25.703
"118088974489700B",79.896
"849050811663895B",79.896
"480762951374429B",72.034
"785711651231498C",72.034
"943441510088609C",59.238
"116199191555470A",59.238
"979527836838431E",22.612
"326212291516957C",22.612
"885814896119402D",32.191
"455895618523152A",32.191
"722904285771793E",27.366
"400486875572026C",27.366
"461472193002539B",36.796
"468434453748760C",36.796
"552435710465589A",81.1
"730628820418370E",81.1
"962159457217101D",35.188
"624199495636705A",35.188
"971078334188087E",41.558
"734842856531957D",41.558
"685079046158213A",64.014
"390621622111858B",64.014
"916947855598373E",83.088
"95378692019684D",83.088
"138456133758960C",64.472
"592431974900146D",64.472
"168027181982400A",64.657
"140099712602975A",64.657
"972695060779992A",73.066
"57389211873092A",73.066
"718621249157432A",21.41
"823250371150885D",21.41
"32940982847997B",45.385
"475580272662231A",45.385
"475129577861060C",52.785
"337375734371890C",52.785
"730151988740789E",56.118
"205479097932628E",56.118
"583151406262072D",16.22
"124015601799855A",16.22
"415253437958618B",37.777
"407486206737919D",37.777
"673723613906602E",35.697
"942228195759979C",35.697
"31263781628599C",50.716
"579276696746451C",50.716
"335405177824338E",73.163
"880055700136310B",73.163
"323670373063727C",17.475
"445431780736034B",17.475
"414383894856590D",61.931
"375511845722460D",61.931
"151571251783805D",37.361
"978452915083745E",37.361
"425173153006695A",38.16
"899696956656282B",38.16
"268053391086296C",79.159
"195460530650768A",79.159
"535897384981826A",27.025
"841728380414983C",27.025
"196355913380016B",30.055
"606654456451643E",30.055
"321460223975827B",58.14
"698551847320675D",58.14
"728568740241296B",57.824
"524697712915424C",57.824
"817020181428742B",81.214
"854768551659401B",81.214
"200071970766651A",14.477
"906829936125490A",14.477
"480376488319331B",37.33
"279428404841665B",37.33
"408054825455607D",84.135
"80257150053122B",84.135
"875813418412742A",87.354
"65645853007342C",87.354
"41391274664530C",17.244
"871463786800810A",17.244
"118325446825585A",88.532
"211460496598977A",88.532
"354691581981205B",45.332
"787800098121834C",45.332
"582725120715961A",49.838
"345442618922289C",49.838
"913381835882076E",13.658
"693955495188597C",13.658
"322832058285566A",22.336
"339734806616741C",22.336
"982635441090294D",44.783
"461117718877901E",44.783
"988959647667371E",75.093
"495540479298001C",75.093
"458610429745288C",81.764
"817832273877368C",81.764
"927244711028276B",41.448
"408269950926095E",41.448
"414726195932715E",20.714
"100532478773178D",20.714
"634585919304565E",23.012
"616087084458822C",23.012
"711968612452736C",21.918
"969292653872987C",21.918
"967529651790903C",36.987
"386816404368745E",36.987
"297120073827089C",40.797
"26881190062359D",40.797
"398621823846316B",56.704
"830469943870691A",56.704
"86014528817631D",82.738
"152453778610427B",82.738
"204124852773325E",68.848
"817845134918286E",68.848
"853304752677100B",78.713
"314982279715392D",78.713
"430415507998927B",85.969
"804795793939961A",85.969
"496337988886433E",79.967
"918288462274011E",79.967
"318107686693422C",62.179
"590034224218785E",62.179
"115020256345184A",41.124
"581077017051446C",41.124
"648018649917231B",28.272
"260438886428890E",28.272
"716269791841737A",25.271
"315579468008641D",25.271
"342776518723747D",40.535
"446286334905441A",40.535
"933417129198180E",42.731
"865028766181789D",42.731
"383985317350371B",77.492
"680243782642379B",77.492
"798303951486076C",62.618
"471572940610788C",62.618
"245143330464876C",26.479
"777896155132964B",26.479
"861957994329121B",48.819
"640008408228B",48.819
"620550755997939D",42.504
"218419888558441A",42.504
"455680914327472E",42.473
"481828387320463D",42.473
"883676900132681B",13.072
"645508493582677E",13.072
"815190417590031E",88.451
"259583263574695B",88.451
"711640317059714E",50.355
"504100827177516A",50.355
"850431433198944C",12.371
"763505230353513B",12.371
"249644475577366B",55.493
"910458941206293E",55.493
"136434754590138E",14.362
"670299010389649A",14.362
"863065517603448B",40.992
"110178489151765C",40.992
"392914812964773A",73.475
"685435999606131D",73.475
"340804353369312B",35.555
"905369029442591A",35.555
"208897224723557C",70.037
"975256069179970B",70.037
"729881006925702B",87.958
"851963175929432B",87.958
"154493263915297D",43.961
"13879091569294D",43.961
"791695732207472B",47.528
"492585475603667A",47.528
"968020320558260A",12.71
"649715327744967D",12.71
"619316044710492C",71.982
"114796229344433A",71.982
"683073031876150E",28.657
"291500279734523B",28.657
"298850502876126A",79.585
"145955900303829A",79.585
"338984017808394D",31.485
"14796014783192D",31.485
"344655750404934B",31.23
"882114721062310D",31.23
"10241772749257D",27.678
"802281563142270A",27.678
"212879730017827C",42.274
"613945801830804D",42.274
"254310186756543D",32.662
"248209423050499B",32.662
"83851817275332C",60.795
"839266396680394D",60.795
"946836038246175A",57.71
"675043923427743E",57.71
"244988486660417E",59.569
"170777918869451C",59.569
"350172744434511B",16.857
"674872928607410A",16.857
"436545886020190E",58.694
"643635588548921D",58.694
"652607157891481A",89.102
"741913643675306E",89.102
"18294617757251A",22.153
"257238341814707E",22.153
"474145169928450D",76.21
"817051833417949D",76.21
"881781458446106A",36.638
"669822487185239C",36.638
"947311997552770C",30.285
"629428915559154C",30.285
"660095883042894A",63.222
"62263195221394C",63.222
"46373800709197E",17.126
"926266254809837C",17.126
"826973499742578D",29.258
"17136492639953D",29.258
"622836440959110D",61.435
"324967288528226E",61.435
"819192245180502E",36.707
"143109917538163D",36.707
"157043658229069E",82.51
"227057781730433D",82.51
"138093408324615D",52.876
"857114565527733B",52.876
"889156707448473B",79.202
"847859275643403A",79.202
"632048974512848B",45.672
"162008979484658E",45.672
"82425556115361C",19.658
"926000148844548C",19.658
"583017763218739E",13.703
"170296474150634B",13.703
"838776558547635B",87.75
"130607753474069D",87.75
"307256329693669D",80.195
"557637913083866E",80.195
"17659061977855E",58.481
"912771785207694D",58.481
"810230913865789D",54.714
"777015128634037A",54.714
"48729626392493E",13.515
"756617174139597E",13.515
"472708473538235E",16.105
"761609634437165D",16.105
"425341218861829B",68.562
"623990569450878D",68.562
"356087492027412C",13.255
"254863180933409E",13.255
"540602323390479E",23.174
"527074788756404E",23.174
"923015045594973E",88.046
"893538301396108B",88.046
"925516643531515A",38.783
"918295849530182A",38.783
"999445442408022B",41.236
"316307107847175A",41.236
"394926719337077E",79.099
"498127033349676C",79.099
"15894756525980E",14.657
"787579017840301D",14.657
"584327784794608D",61.879
"144698142044748C",61.879
"792977709748556A",73.21
"637119913287841B",73.21
"412227349027638A",77.381
"131427784484101E",77.381
"663245179549950D",74.895
"594169394858633D",74.895
"362963241007998E",84.864
"767969376639352B",84.864
"386494063411684C",33.643
"973372465582713D",33.643
"978307410885047C",57.255
"972537015994581C",57.255
"95181892598045E",70.894
"786481216320341C",70.894
"939311786670206D",30.455
"73594340963087C",30.455
"894065296858690D",39.095
"487298436579149C",39.095
"293772222908270D",69.289
"234848465612711C",69.289
"20664757988628E",34.09
"87157732390023D",34.09
"178707449597211D",30.385
"418273535146852D",30.385
"710050623937338D",72.142
"2748996882353B",72.142
"885847997291353D",23.044
"255373882044837D",23.044
"86759488078618C",87.051
"503075540700608E",87.051
"373358142042985C",16.475
"343571914947765A",16.475
"928845009959650C",21.083
"58762763055297B",21.083
"677261004097062D",65.588
"888450357073141A",65.588
"922540306165380B",20.358
"763488498004359B",20.358
"700875846755810A",30.549
"314753923100839E",30.549
"771214319281784E",65.623
"203530592376409D",65.623
"427682802178293E",31.031
"607905392087449D",31.031
"495762578014321D",50.747
"362006445687671C",50.747
"222770841364260D",43.783
"496996755333333B",43.783
"183239664426278B",29.852
"971316129055010E",29.852
"385360987677351E",85.426
"659907930701249D",85.426
"196448398648583D",27.06
"898230303264515D",27.06
"153059720739140D",80.243
"144662460001851D",80.243
"401287828240697D",17.381
"386891072454831D",17.381
"955968361205984E",44.243
"265209100563766D",44.243
"335133409001823C",12.92
"428675395921669D",12.92
"456947997434388D",60.814
"859917717383033C",60.814
"594546704264986E",10.98
"511612394406031C",10.98
"187295147661873B",51.481
"216305753350155D",51.481
"243794907340595A",19.941
"37291385725035D",19.941
"349772183158487D",24.696
"22827049422544C",24.696
"951810179057413C",47.829
"601730158341328E",47.829
"982821365619458B",49.43
"381851476500603A",49.43
"119327359006393E",35.663
"277204416157001B",35.663
"700913382412180E",48.504
"508015509440388A",48.504
"726068551117276E",26.318
"94978232901030D",26.318
"759833274884351C",64.81
"242039343475629D",64.81
"341969978684792D",50.888
"555538530666750A",50.888
"900774016025599E",67.095
"956572767693413B",67.095
"564038517061415E",49.942
"860529547962540C",49.942
"252513861391189B",25.598
"673638047264476D",25.598
"189407312727774B",41.646
"541661933847628A",41.646
"585819298403673A",56.614
"744329710977869D",56.614
"343570994696585E",85.203
"863446189578236C",85.203
"102253081191518C",59.996
"873246884127112E",59.996
"951384620369086E",65.371
"865879439021558E",65.371
"752604151558252B",53.084
"41369768117197E",53.084
"928962597786729E",26.611
"337196167830121D",26.611
"894258367406000B",23.691
"1261913214865B",23.691
"895506179531829E",87.639
"120203113399675B",87.639
"38839754180583C",13.76
"472895963146223A",13.76
"355616776744689C",37.733
"654649889664389B",37.733
"820794661364290B",61.541
"317861470350966E",61.541
"407892718883453D",17.921
"260828565048122D",17.921
"124860751136681C",23.205
"972376209456651A",23.205
"674158788436185A",39.487
"470915702952454C",39.487
"467517411596245D",46.49
"777191470427499C",46.49
"929408632937152A",66.863
"470227801335417E",66.863
"362101199176401A",34.977
"192774211524130D",34.977
"563441512242380E",85.809
"459612232912699E",85.809
"554275337967711D",62.77
"207698022454706A",62.77
"524617170189076B",76.328
"977041729246160B",76.328
"227827287670542E",55.996
"301218641928303C",55.996
"392631916005178E",38.8
"541708645829816D",38.8
"894118684551238A",40.21
"911393792333198D",40.21
"979423036183672B",44.075
"795379179794113D",44.075
"888373843276272B",11.597
"141003688118033E",11.597
"351388139014319A",20.878
"352910807599797A",20.878
"555815573075976B",31.833
"720056053588231D",31.833
"12811715220024B",83.549
"530114626658437E",83.549
"765543800850736C",89.138
"631162546797908A",89.138
"974227741070546D",62.353
"499253884805475C",62.353
"487313254138695B",55.189
"852666061523858E",55.189
"329867328061391B",59.879
"732021856831250A",59.879
"848903528482409C",18.619
"434098570646384A",18.619
"312688060623184D",33.331
"211680772053591B",33.331
"935772916391676D",77.741
"423239864987633C",77.741
"995843303050797D",86.176
"573379784313518B",86.176
"208039412216944C",57.398
"864666871311228C",57.398
"15269206596727E",45.486
"398470373443712D",45.486
"496626512265206E",64.9
"587205148358595D",64.9
"264314766108305B",81.403
"260026159442141D",81.403
"542169765832140E",64.203
"6431121362437E",64.203
"345683402874805B",49.336
"165418449692666D",49.336
"324921981083765C",38.682
"79179648036039B",38.682
"267180317470155C",86.114
"667295471996897B",86.114
"749716389509689A",44.331
"64890005735861C",44.331
"451356278113440B",43.499
"690309934131858C",43.499
"521808815210204A",54.142
"286984643769049D",54.142
"51708705822853E",17.836
"750698930461222E",17.836
"484078394715369C",24.191
"552120343729955B",24.191
"364899039568192C",74.828
"901511005448717D",74.828
"533955404699483C",87.432
"593742811615337A",87.432
"769346224677672C",76.879
"706269537513738B",76.879
"124174443040433C",81.006
"486129819606986B",81.006
"171265698076602A",51.372
"533703937421492B",51.372
"547572072562791D",61.294
"450043186614189B",61.294
"409382957871274D",14.094
"715962549395708C",14.094
